Location;FPC;Forecasted Date;Weeks;Final Fcst Qty
2621;83732410;2018-01-15;2018-02-18;1459,090772
2621;83732410;2018-01-15;2018-02-25;2131,907233
2621;83732410;2018-01-15;2018-03-04;2093,398457
2621;83732410;2018-01-15;2018-03-11;1051,312161
2621;83732410;2018-01-15;2018-03-18;1294,941068
2621;83732410;2018-01-15;2018-03-25;1273,549523
2621;83732410;2018-01-15;2018-04-01;1338,832836
2621;83732410;2018-01-15;2018-04-08;1877,110345
2621;83732410;2018-01-15;2018-04-15;1342,671275
2621;83732410;2018-01-15;2018-04-22;1845,874561
2621;83732410;2018-01-15;2018-04-29;1524,545938
2621;83732410;2018-01-15;2018-05-06;1008,447837
2621;83732410;2018-01-15;2018-05-13;1179,036061
2621;83732410;2018-01-15;2018-05-20;2035,886953
2621;83732410;2018-01-15;2018-05-27;2178,784661
2621;83732410;2018-01-15;2018-06-03;2072,583508
2621;83732410;2018-01-15;2018-06-10;2083,210805
2621;83732410;2018-01-15;2018-06-17;1278,274615
2621;83732410;2018-01-15;2018-06-24;2188,828329
2621;83732410;2018-01-15;2018-07-01;2072,930493
2621;83732410;2018-01-22;2018-01-28;1615,901815
2621;83732410;2018-01-22;2018-02-04;1421,488212
2621;83732410;2018-01-22;2018-02-11;1412,119542
2621;83732410;2018-01-22;2018-02-18;1693,889157
2621;83732410;2018-01-22;2018-02-25;1589,40017
2621;83732410;2018-01-22;2018-03-04;1302,758234
2621;83732410;2018-01-22;2018-03-11;2131,444243
2621;83732410;2018-01-22;2018-03-18;2150,870884
2621;83732410;2018-01-22;2018-03-25;1149,577774
2621;83732410;2018-01-22;2018-04-01;1983,099189
2621;83732410;2018-01-22;2018-04-08;1596,856811
2621;83732410;2018-01-22;2018-04-15;1286,498583
2621;83732410;2018-01-22;2018-04-22;1420,365275
2621;83732410;2018-01-22;2018-04-29;2155,709317
2621;83732410;2018-01-22;2018-05-06;1962,156869
2621;83732410;2018-01-22;2018-05-13;1850,477741
2621;83732410;2018-01-22;2018-05-20;1759,959877
2621;83732410;2018-01-22;2018-05-27;1106,001422
2621;83732410;2018-01-22;2018-06-03;1906,598227
2621;83732410;2018-01-22;2018-06-10;1356,403151
2621;83732410;2018-01-22;2018-06-17;1110,329697
2621;83732410;2018-01-22;2018-06-24;1572,04066
2621;83732410;2018-01-22;2018-07-01;1425,07177
2621;83732410;2018-01-29;2018-02-04;2145,117682
2621;83732410;2018-01-29;2018-02-11;1814,523109
2621;83732410;2018-01-29;2018-02-18;1488,660251
2621;83732410;2018-01-29;2018-02-25;1158,316068
2621;83732410;2018-01-29;2018-03-04;1673,659756
2621;83732410;2018-01-29;2018-03-11;1342,449884
2621;83732410;2018-01-29;2018-03-18;2166,617793
2621;83732410;2018-01-29;2018-03-25;1060,030686
2621;83732410;2018-01-29;2018-04-01;1075,676883
2621;83732410;2018-01-29;2018-04-08;1502,568501
2621;83732410;2018-01-29;2018-04-15;1479,997242
2621;83732410;2018-01-29;2018-04-22;1904,659468
2621;83732410;2018-01-29;2018-04-29;1592,054141
2621;83732410;2018-01-29;2018-05-06;2030,563803
2621;83732410;2018-01-29;2018-05-13;1506,760793
2621;83732410;2018-01-29;2018-05-20;2042,495992
2621;83732410;2018-01-29;2018-05-27;1035,713718
2621;83732410;2018-01-29;2018-06-03;1447,525573
2621;83732410;2018-01-29;2018-06-10;1508,728893
2621;83732410;2018-01-29;2018-06-17;1830,446191
2621;83732410;2018-01-29;2018-06-24;1056,530641
2621;83732410;2018-01-29;2018-07-01;1228,168861
2621;83732410;2018-02-05;2018-02-11;1738,842855
2621;83732410;2018-02-05;2018-02-18;1593,210767
2621;83732410;2018-02-05;2018-02-25;2105,630759
2621;83732410;2018-02-05;2018-03-04;1945,930538
2621;83732410;2018-02-05;2018-03-11;1368,321581
2621;83732410;2018-02-05;2018-03-18;1412,790966
2621;83732410;2018-02-05;2018-03-25;1179,989185
2621;83732410;2018-02-05;2018-04-01;1274,69624
2621;83732410;2018-02-05;2018-04-08;1456,593095
2621;83732410;2018-02-05;2018-04-15;1952,373784
2621;83732410;2018-02-05;2018-04-22;2125,609642
2621;83732410;2018-02-05;2018-04-29;2150,479721
2621;83732410;2018-02-05;2018-05-06;1623,332575
2621;83732410;2018-02-05;2018-05-13;1913,013341
2621;83732410;2018-02-05;2018-05-20;1166,620749
2621;83732410;2018-02-05;2018-05-27;2080,875891
2621;83732410;2018-02-05;2018-06-03;1519,213792
2621;83732410;2018-02-05;2018-06-10;1356,8654
2621;83732410;2018-02-05;2018-06-17;1553,722637
2621;83732410;2018-02-05;2018-06-24;1595,619354
2621;83732410;2018-02-05;2018-07-01;1396,004048
2621;83732410;2018-02-12;2018-02-18;1190,978151
2621;83732410;2018-02-12;2018-02-25;2085,783028
2621;83732410;2018-02-12;2018-03-04;1151,76902
2621;83732410;2018-02-12;2018-03-11;1917,824678
2621;83732410;2018-02-12;2018-03-18;1879,265477
2621;83732410;2018-02-12;2018-03-25;1179,009169
2621;83732410;2018-02-12;2018-04-01;1884,338952
2621;83732410;2018-02-12;2018-04-08;1078,220899
2621;83732410;2018-02-12;2018-04-15;1262,584136
2621;83732410;2018-02-12;2018-04-22;1944,20146
2621;83732410;2018-02-12;2018-04-29;1204,022311
2621;83732410;2018-02-12;2018-05-06;1939,487012
2621;83732410;2018-02-12;2018-05-13;2022,633209
2621;83732410;2018-02-12;2018-05-20;1874,888467
2621;83732410;2018-02-12;2018-05-27;1935,281115
2621;83732410;2018-02-12;2018-06-03;1328,10818
2621;83732410;2018-02-12;2018-06-10;1876,541838
2621;83732410;2018-02-12;2018-06-17;1115,09035
2621;83732410;2018-02-12;2018-06-24;1902,271854
2621;83732410;2018-02-12;2018-07-01;1803,991946
2621;83732410;2018-02-19;2018-02-25;1536,950377
2621;83732410;2018-02-19;2018-03-04;1787,356031
2621;83732410;2018-02-19;2018-03-11;1166,705277
2621;83732410;2018-02-19;2018-03-18;1166,230089
2621;83732410;2018-02-19;2018-03-25;2076,759388
2621;83732410;2018-02-19;2018-04-01;1268,277476
2621;83732410;2018-02-19;2018-04-08;2041,176165
2621;83732410;2018-02-19;2018-04-15;2170,742973
2621;83732410;2018-02-19;2018-04-22;1657,228586
2621;83732410;2018-02-19;2018-04-29;1642,091274
2621;83732410;2018-02-19;2018-05-06;2176,680567
2621;83732410;2018-02-19;2018-05-13;1621,998714
2621;83732410;2018-02-19;2018-05-20;1236,770019
2621;83732410;2018-02-19;2018-05-27;1365,567779
2621;83732410;2018-02-19;2018-06-03;2119,076443
2621;83732410;2018-02-19;2018-06-10;1679,584962
2621;83732410;2018-02-19;2018-06-17;1222,111223
2621;83732410;2018-02-19;2018-06-24;1658,608824
2621;83732410;2018-02-19;2018-07-01;1664,630524
2621;83732410;2018-02-26;2018-03-04;1820,462942
2621;83732410;2018-02-26;2018-03-11;1790,477823
2621;83732410;2018-02-26;2018-03-18;1137,061266
2621;83732410;2018-02-26;2018-03-25;1527,836955
2621;83732410;2018-02-26;2018-04-01;1797,065011
2621;83732410;2018-02-26;2018-04-08;1054,865712
2621;83732410;2018-02-26;2018-04-15;1647,83777
2621;83732410;2018-02-26;2018-04-22;1397,186077
2621;83732410;2018-02-26;2018-04-29;2164,285007
2621;83732410;2018-02-26;2018-05-06;1912,758572
2621;83732410;2018-02-26;2018-05-13;2003,251659
2621;83732410;2018-02-26;2018-05-20;1489,797924
2621;83732410;2018-02-26;2018-05-27;2138,137798
2621;83732410;2018-02-26;2018-06-03;1814,98154
2621;83732410;2018-02-26;2018-06-10;1330,734757
2621;83732410;2018-02-26;2018-06-17;1423,716408
2621;83732410;2018-02-26;2018-06-24;1340,537571
2621;83732410;2018-02-26;2018-07-01;1679,991784
2621;83732410;2018-03-05;2018-03-11;1514,982733
2621;83732410;2018-03-05;2018-03-18;1506,232458
2621;83732410;2018-03-05;2018-03-25;1235,507449
2621;83732410;2018-03-05;2018-04-01;1981,995647
2621;83732410;2018-03-05;2018-04-08;1004,298209
2621;83732410;2018-03-05;2018-04-15;1080,779582
2621;83732410;2018-03-05;2018-04-22;2140,113489
2621;83732410;2018-03-05;2018-04-29;1076,353466
2621;83732410;2018-03-05;2018-05-06;1965,343615
2621;83732410;2018-03-05;2018-05-13;1118,521739
2621;83732410;2018-03-05;2018-05-20;1436,338248
2621;83732410;2018-03-05;2018-05-27;1093,025061
2621;83732410;2018-03-05;2018-06-03;1098,585424
2621;83732410;2018-03-05;2018-06-10;1427,982784
2621;83732410;2018-03-05;2018-06-17;1493,494777
2621;83732410;2018-03-05;2018-06-24;1895,326728
2621;83732410;2018-03-05;2018-07-01;1619,443322
2621;83732410;2018-03-12;2018-03-18;2181,051748
2621;83732410;2018-03-12;2018-03-25;1341,446669
2621;83732410;2018-03-12;2018-04-01;1207,35049
2621;83732410;2018-03-12;2018-04-08;1183,244057
2621;83732410;2018-03-12;2018-04-15;1535,69556
2621;83732410;2018-03-12;2018-04-22;1945,34631
2621;83732410;2018-03-12;2018-04-29;1338,984309
2621;83732410;2018-03-12;2018-05-06;1091,406565
2621;83732410;2018-03-12;2018-05-13;2054,341778
2621;83732410;2018-03-12;2018-05-20;1730,158389
2621;83732410;2018-03-12;2018-05-27;1685,69409
2621;83732410;2018-03-12;2018-06-03;1442,178603
2621;83732410;2018-03-12;2018-06-10;1731,188143
2621;83732410;2018-03-12;2018-06-17;2146,821178
2621;83732410;2018-03-12;2018-06-24;1137,566574
2621;83732410;2018-03-12;2018-07-01;1211,998676
2621;83732410;2018-03-19;2018-03-25;2140,144549
2621;83732410;2018-03-19;2018-04-01;1031,308866
2621;83732410;2018-03-19;2018-04-08;1277,794396
2621;83732410;2018-03-19;2018-04-15;1379,383461
2621;83732410;2018-03-19;2018-04-22;1791,394611
2621;83732410;2018-03-19;2018-04-29;1272,777089
2621;83732410;2018-03-19;2018-05-06;1692,168997
2621;83732410;2018-03-19;2018-05-13;1039,03137
2621;83732410;2018-03-19;2018-05-20;1523,590975
2621;83732410;2018-03-19;2018-05-27;1601,353155
2621;83732410;2018-03-19;2018-06-03;2048,412291
2621;83732410;2018-03-19;2018-06-10;1696,378143
2621;83732410;2018-03-19;2018-06-17;1261,357915
2621;83732410;2018-03-19;2018-06-24;1258,395683
2621;83732410;2018-03-19;2018-07-01;1226,508754
2621;83732410;2018-03-26;2018-04-01;1749,358644
2621;83732410;2018-03-26;2018-04-08;1490,104898
2621;83732410;2018-03-26;2018-04-15;1102,781519
2621;83732410;2018-03-26;2018-04-22;1415,592858
2621;83732410;2018-03-26;2018-04-29;1060,855846
2621;83732410;2018-03-26;2018-05-06;2091,504328
2621;83732410;2018-03-26;2018-05-13;1678,457439
2621;83732410;2018-03-26;2018-05-20;2066,706225
2621;83732410;2018-03-26;2018-05-27;1606,314053
2621;83732410;2018-03-26;2018-06-03;1052,038842
2621;83732410;2018-03-26;2018-06-10;1594,060447
2621;83732410;2018-03-26;2018-06-17;1075,59005
2621;83732410;2018-03-26;2018-06-24;1608,936998
2621;83732410;2018-03-26;2018-07-01;1771,889612
2621;83732410;2018-04-02;2018-04-08;2140,469675
2621;83732410;2018-04-02;2018-04-15;2160,098779
2621;83732410;2018-04-02;2018-04-22;1023,896984
2621;83732410;2018-04-02;2018-04-29;1320,174457
2621;83732410;2018-04-02;2018-05-06;1696,204588
2621;83732410;2018-04-02;2018-05-13;2010,818596
2621;83732410;2018-04-02;2018-05-20;1489,063546
2621;83732410;2018-04-02;2018-05-27;1727,019889
2621;83732410;2018-04-02;2018-06-03;1092,726614
2621;83732410;2018-04-02;2018-06-10;1994,389644
2621;83732410;2018-04-02;2018-06-17;1750,122249
2621;83732410;2018-04-02;2018-06-24;2156,224159
2621;83732410;2018-04-02;2018-07-01;1294,577622
2621;83732410;2018-04-09;2018-04-15;1604,101329
2621;83732410;2018-04-09;2018-04-22;1217,67559
2621;83732410;2018-04-09;2018-04-29;1188,898467
2621;83732410;2018-04-09;2018-05-06;1104,800578
2621;83732410;2018-04-09;2018-05-13;1130,521712
2621;83732410;2018-04-09;2018-05-20;1338,726829
2621;83732410;2018-04-09;2018-05-27;1072,498386
2621;83732410;2018-04-09;2018-06-03;1732,787573
2621;83732410;2018-04-09;2018-06-10;1341,478083
2621;83732410;2018-04-09;2018-06-17;2073,608066
2621;83732410;2018-04-09;2018-06-24;1769,750475
2621;83732410;2018-04-09;2018-07-01;1353,160193
2621;83732410;2018-04-16;2018-04-22;1052,016703
2621;83732410;2018-04-16;2018-04-29;1068,375146
2621;83732410;2018-04-16;2018-05-06;2124,796081
2621;83732410;2018-04-16;2018-05-13;1195,815941
2621;83732410;2018-04-16;2018-05-20;1293,287659
2621;83732410;2018-04-16;2018-05-27;1858,204381
2621;83732410;2018-04-16;2018-06-03;1362,798908
2621;83732410;2018-04-16;2018-06-10;1126,921874
2621;83732410;2018-04-16;2018-06-17;2031,788496
2621;83732410;2018-04-16;2018-06-24;1215,661453
2621;83732410;2018-04-16;2018-07-01;1600,650104
