Location;FPC;Forecasted Date;Weeks;Final Fcst Qty
2621;83732410;2018-01-22;2018-04-15;1305,224503
2621;83732410;2018-01-22;2018-04-22;1816,948288
2621;83732410;2018-01-22;2018-04-29;1365,330865
2621;83732410;2018-01-22;2018-05-06;1731,979665
2621;83732410;2018-01-22;2018-05-13;1092,818867
2621;83732410;2018-01-22;2018-05-20;1281,39361
2621;83732410;2018-01-22;2018-05-27;1419,22582
2621;83732410;2018-01-22;2018-06-03;2168,843792
2621;83732410;2018-01-22;2018-06-10;1186,029212
2621;83732410;2018-01-22;2018-06-17;1198,089191
2621;83732410;2018-01-22;2018-06-24;1207,027217
2621;83732410;2018-01-22;2018-07-01;1174,825673
2621;83732410;2018-01-29;2018-02-04;1456,61896
2621;83732410;2018-01-29;2018-02-11;1089,473834
2621;83732410;2018-01-29;2018-02-18;1613,314954
2621;83732410;2018-01-29;2018-02-25;1551,14443
2621;83732410;2018-01-29;2018-03-04;1679,394556
2621;83732410;2018-01-29;2018-03-11;1459,992893
2621;83732410;2018-01-29;2018-03-18;2040,065109
2621;83732410;2018-01-29;2018-03-25;1993,544321
2621;83732410;2018-01-29;2018-04-01;1901,209575
2621;83732410;2018-01-29;2018-04-08;1188,554948
2621;83732410;2018-01-29;2018-04-15;1631,944996
2621;83732410;2018-01-29;2018-04-22;1714,221019
2621;83732410;2018-01-29;2018-04-29;2158,365751
2621;83732410;2018-01-29;2018-05-06;1089,266105
2621;83732410;2018-01-29;2018-05-13;1661,873187
2621;83732410;2018-01-29;2018-05-20;1138,061363
2621;83732410;2018-01-29;2018-05-27;1389,06275
2621;83732410;2018-01-29;2018-06-03;2168,917125
2621;83732410;2018-01-29;2018-06-10;1975,252093
2621;83732410;2018-01-29;2018-06-17;1722,827342
2621;83732410;2018-01-29;2018-06-24;2020,206143
2621;83732410;2018-01-29;2018-07-01;1673,37564
2621;83732410;2018-02-05;2018-02-11;1447,864134
2621;83732410;2018-02-05;2018-02-18;1698,971665
2621;83732410;2018-02-05;2018-02-25;1993,343708
2621;83732410;2018-02-05;2018-03-04;1559,455473
2621;83732410;2018-02-05;2018-03-11;1062,974058
2621;83732410;2018-02-05;2018-03-18;2156,642749
2621;83732410;2018-02-05;2018-03-25;1069,928434
2621;83732410;2018-02-05;2018-04-01;1741,97053
2621;83732410;2018-02-05;2018-04-08;1822,555642
2621;83732410;2018-02-05;2018-04-15;1237,623264
2621;83732410;2018-02-05;2018-04-22;1833,332738
2621;83732410;2018-02-05;2018-04-29;1693,991733
2621;83732410;2018-02-05;2018-05-06;1027,816781
2621;83732410;2018-02-05;2018-05-13;1628,54053
2621;83732410;2018-02-05;2018-05-20;1087,45113
2621;83732410;2018-02-05;2018-05-27;1389,848773
2621;83732410;2018-02-05;2018-06-03;1370,150291
2621;83732410;2018-02-05;2018-06-10;2089,947018
2621;83732410;2018-02-05;2018-06-17;1403,628725
2621;83732410;2018-02-05;2018-06-24;1569,218647
2621;83732410;2018-02-05;2018-07-01;1141,046681
2621;83732410;2018-02-12;2018-02-18;1630,507701
2621;83732410;2018-02-12;2018-02-25;1471,388969
2621;83732410;2018-02-12;2018-03-04;1129,138443
2621;83732410;2018-02-12;2018-03-11;1234,259858
2621;83732410;2018-02-12;2018-03-18;1379,034783
2621;83732410;2018-02-12;2018-03-25;2011,582949
2621;83732410;2018-02-12;2018-04-01;1747,389834
2621;83732410;2018-02-12;2018-04-08;2003,035612
2621;83732410;2018-02-12;2018-04-15;1929,834194
2621;83732410;2018-02-12;2018-04-22;1126,976803
2621;83732410;2018-02-12;2018-04-29;1490,892914
2621;83732410;2018-02-12;2018-05-06;1033,00165
2621;83732410;2018-02-12;2018-05-13;1348,024975
2621;83732410;2018-02-12;2018-05-20;1755,837631
2621;83732410;2018-02-12;2018-05-27;1642,561146
2621;83732410;2018-02-12;2018-06-03;1336,270195
2621;83732410;2018-02-12;2018-06-10;1328,989317
2621;83732410;2018-02-12;2018-06-17;1592,074128
2621;83732410;2018-02-12;2018-06-24;1414,128319
2621;83732410;2018-02-12;2018-07-01;2100,506493
2621;83732410;2018-02-19;2018-02-25;1140,579219
2621;83732410;2018-02-19;2018-03-04;1849,323268
2621;83732410;2018-02-19;2018-03-11;1882,062448
2621;83732410;2018-02-19;2018-03-18;1899,388098
2621;83732410;2018-02-19;2018-03-25;1893,636866
2621;83732410;2018-02-19;2018-04-01;1387,208789
2621;83732410;2018-02-19;2018-04-08;1215,816806
2621;83732410;2018-02-19;2018-04-15;1324,708173
2621;83732410;2018-02-19;2018-04-22;1853,083505
2621;83732410;2018-02-19;2018-04-29;1899,471822
2621;83732410;2018-02-19;2018-05-06;1557,452011
2621;83732410;2018-02-19;2018-05-13;1735,577771
2621;83732410;2018-02-19;2018-05-20;1465,366153
2621;83732410;2018-02-19;2018-05-27;1660,52416
2621;83732410;2018-02-19;2018-06-03;1565,101801
2621;83732410;2018-02-19;2018-06-10;1669,226812
2621;83732410;2018-02-19;2018-06-17;1249,699702
2621;83732410;2018-02-19;2018-06-24;1331,710148
2621;83732410;2018-02-19;2018-07-01;1710,850617
2621;83732410;2018-02-26;2018-03-04;1467,573039
2621;83732410;2018-02-26;2018-03-11;1485,856448
2621;83732410;2018-02-26;2018-03-18;1471,08822
2621;83732410;2018-02-26;2018-03-25;1711,84996
2621;83732410;2018-02-26;2018-04-01;2126,831517
2621;83732410;2018-02-26;2018-04-08;1662,438057
2621;83732410;2018-02-26;2018-04-15;1621,346446
2621;83732410;2018-02-26;2018-04-22;1135,194502
2621;83732410;2018-02-26;2018-04-29;1557,698234
2621;83732410;2018-02-26;2018-05-06;1668,618864
2621;83732410;2018-02-26;2018-05-13;1341,179593
2621;83732410;2018-02-26;2018-05-20;1175,132224
2621;83732410;2018-02-26;2018-05-27;2040,27803
2621;83732410;2018-02-26;2018-06-03;1906,324454
2621;83732410;2018-02-26;2018-06-10;1915,52259
2621;83732410;2018-02-26;2018-06-17;1349,610385
2621;83732410;2018-02-26;2018-06-24;1962,211691
2621;83732410;2018-02-26;2018-07-01;2025,079171
2621;83732410;2018-03-05;2018-03-11;2165,975351
2621;83732410;2018-03-05;2018-03-18;1992,184812
2621;83732410;2018-03-05;2018-03-25;1982,956751
2621;83732410;2018-03-05;2018-04-01;1954,415899
2621;83732410;2018-03-05;2018-04-08;1226,707617
2621;83732410;2018-03-05;2018-04-15;1835,51558
2621;83732410;2018-03-05;2018-04-22;1377,927099
2621;83732410;2018-03-05;2018-04-29;1281,868546
2621;83732410;2018-03-05;2018-05-06;1380,912765
2621;83732410;2018-03-05;2018-05-13;1686,024769
2621;83732410;2018-03-05;2018-05-20;1417,509006
2621;83732410;2018-03-05;2018-05-27;1385,903608
2621;83732410;2018-03-05;2018-06-03;2000,229741
2621;83732410;2018-03-05;2018-06-10;1553,638884
2621;83732410;2018-03-05;2018-06-17;1834,002625
2621;83732410;2018-03-05;2018-06-24;1296,642541
2621;83732410;2018-03-05;2018-07-01;1126,838608
2621;83732410;2018-03-12;2018-03-18;1341,187213
2621;83732410;2018-03-12;2018-03-25;1530,924721
2621;83732410;2018-03-12;2018-04-01;1873,515143
2621;83732410;2018-03-12;2018-04-08;1188,216328
2621;83732410;2018-03-12;2018-04-15;1631,305904
2621;83732410;2018-03-12;2018-04-22;2110,97136
2621;83732410;2018-03-12;2018-04-29;1099,787493
2621;83732410;2018-03-12;2018-05-06;1039,978468
2621;83732410;2018-03-12;2018-05-13;2076,465671
2621;83732410;2018-03-12;2018-05-20;1797,984275
2621;83732410;2018-03-12;2018-05-27;1690,665851
2621;83732410;2018-03-12;2018-06-03;1246,842875
2621;83732410;2018-03-12;2018-06-10;2005,299958
2621;83732410;2018-03-12;2018-06-17;1796,700893
2621;83732410;2018-03-12;2018-06-24;1411,096279
2621;83732410;2018-03-12;2018-07-01;1024,489067
2621;83732410;2018-03-19;2018-03-25;1276,33208
2621;83732410;2018-03-19;2018-04-01;1496,487839
2621;83732410;2018-03-19;2018-04-08;1742,809085
2621;83732410;2018-03-19;2018-04-15;2087,238269
2621;83732410;2018-03-19;2018-04-22;1569,061425
2621;83732410;2018-03-19;2018-04-29;1672,442132
2621;83732410;2018-03-19;2018-05-06;1340,061688
2621;83732410;2018-03-19;2018-05-13;1631,793397
2621;83732410;2018-03-19;2018-05-20;1067,789936
2621;83732410;2018-03-19;2018-05-27;1547,553466
2621;83732410;2018-03-19;2018-06-03;1854,238381
2621;83732410;2018-03-19;2018-06-10;1246,649013
2621;83732410;2018-03-19;2018-06-17;1136,874459
2621;83732410;2018-03-19;2018-06-24;1848,894068
2621;83732410;2018-03-19;2018-07-01;1224,629321
2621;83732410;2018-03-26;2018-04-01;1431,787447
2621;83732410;2018-03-26;2018-04-08;1018,339312
2621;83732410;2018-03-26;2018-04-15;1642,31025
2621;83732410;2018-03-26;2018-04-22;1509,232832
2621;83732410;2018-03-26;2018-04-29;2199,030085
2621;83732410;2018-03-26;2018-05-06;1254,699532
2621;83732410;2018-03-26;2018-05-13;1685,391381
2621;83732410;2018-03-26;2018-05-20;1986,888689
2621;83732410;2018-03-26;2018-05-27;2100,157539
2621;83732410;2018-03-26;2018-06-03;1780,806193
2621;83732410;2018-03-26;2018-06-10;2026,007934
2621;83732410;2018-03-26;2018-06-17;1514,162974
2621;83732410;2018-03-26;2018-06-24;1930,822588
2621;83732410;2018-03-26;2018-07-01;1609,419831
2621;83732410;2018-04-02;2018-04-08;1010,418521
2621;83732410;2018-04-02;2018-04-15;1257,222488
2621;83732410;2018-04-02;2018-04-22;1338,74065
2621;83732410;2018-04-02;2018-04-29;1279,991026
2621;83732410;2018-04-02;2018-05-06;1628,422568
2621;83732410;2018-04-02;2018-05-13;2036,71848
2621;83732410;2018-04-02;2018-05-20;1803,643201
2621;83732410;2018-04-02;2018-05-27;1786,487197
2621;83732410;2018-04-02;2018-06-03;1739,567884
2621;83732410;2018-04-02;2018-06-10;2118,82243
2621;83732410;2018-04-02;2018-06-17;1225,672469
2621;83732410;2018-04-02;2018-06-24;1502,111276
2621;83732410;2018-04-02;2018-07-01;2104,150196
2621;83732410;2018-04-09;2018-04-15;2151,732749
2621;83732410;2018-04-09;2018-04-22;1896,271386
2621;83732410;2018-04-09;2018-04-29;2175,252595
2621;83732410;2018-04-09;2018-05-06;1474,028411
2621;83732410;2018-04-09;2018-05-13;1310,57854
2621;83732410;2018-04-09;2018-05-20;1218,289226
2621;83732410;2018-04-09;2018-05-27;1913,122142
2621;83732410;2018-04-09;2018-06-03;1305,775994
2621;83732410;2018-04-09;2018-06-10;1584,927394
2621;83732410;2018-04-09;2018-06-17;1507,360515
2621;83732410;2018-04-09;2018-06-24;1485,933285
2621;83732410;2018-04-09;2018-07-01;1821,116206
2621;83732410;2018-04-16;2018-04-22;1668,613544
2621;83732410;2018-04-16;2018-04-29;2020,066696
2621;83732410;2018-04-16;2018-05-06;1306,712177
2621;83732410;2018-04-16;2018-05-13;2020,272743
2621;83732410;2018-04-16;2018-05-20;1536,745804
2621;83732410;2018-04-16;2018-05-27;1663,862897
2621;83732410;2018-04-16;2018-06-03;2095,772205
2621;83732410;2018-04-16;2018-06-10;1322,085296
2621;83732410;2018-04-16;2018-06-17;1858,169035
2621;83732410;2018-04-16;2018-06-24;1873,345452
2621;83732410;2018-04-16;2018-07-01;1480,515807
