Location;Product;Date;Customer;Quantity
2621;83732410;2018-01-28;OZGUN GIDA SN. AS.-2-KAYSERI;62,08
2621;83732410;2018-01-29;OZGUN GIDA SN. AS.-ZONGULDAK;51,2
2621;83732410;2018-01-30;OZGUN KOZM. GIDA SAN AS.-ANKAR;69,12
2621;83732410;2018-01-31;OZGUN KOZM. GIDA SAN. AS.-SAMS;69,12
2621;83732410;2018-02-01;SECKIN ONUR PAZ.SN.TIC.AS-BURS;276,48
2621;83732410;2018-02-02;SECKIN ONUR PAZ.SN.TIC.AS-ESKI;69,12
2621;83732410;2018-02-03;SECKIN ONUR PAZ.SN.TIC.AS-IZMI;389,6
2621;83732410;2018-02-04;SOK ANTALYA DAGITIM MERKEZI;168,8
2621;83732410;2018-02-05;SUMER LOGISTIK SAN TIC. AS-ERZ;10,4
2621;83732410;2018-02-06;TESCO KIPA KITLE PAZARLAMA TIC;23,04
2621;83732410;2018-02-07;YONTEM KOZMETIK ANONIM SIRKETI;880
2621;83732410;2018-02-08;ADNAN TIC.PAZ. AS-MALATYA;19,2
2621;83732410;2018-02-09;ADNAN TIC.PAZ. AS-MERSIN;256
2621;83732410;2018-02-10;AYKANLAR IZMIR YENI;168,8
2621;83732410;2018-02-11;AYKANLAR KOZMETIK TICARET VE P;42,24
2621;83732410;2018-02-12;AYKANLAR-HPK;127,2
2621;83732410;2018-02-13;BIZIM TOPTAN # ERZURUM DEPO;602,4
2621;83732410;2018-02-14;BIZIM TOPTAN # IZMIR DEPO;69,12
2621;83732410;2018-02-15;BTT ADANA YENI DEPO;69,12
2621;83732410;2018-02-16;CARREFOUR A.S.(ANKARA).DEPO-1;99,84
2621;83732410;2018-02-17;CARREFOUR A.S.(GEBZE).DEPO-1;17,28
2621;83732410;2018-02-18;ECZACIBASI-HAKAN LOJISTIK;346,24
2621;83732410;2018-02-19;HEDEF GIDA PZ. DAG SAN VE TIC;144
2621;83732410;2018-02-20;HEDEF GIDA PZ. DAG SAN VE TIC;224
2621;83732410;2018-02-21;HEDEF HADIMKOY;53,76
2621;83732410;2018-02-22;MAKRO MARKET A.S. # UYUM (ISTA;536
2621;83732410;2018-02-23;MAKRO MARKET A.S. (ANKARA);100,8
2621;83732410;2018-02-24;MAKRO MARKET A.S.(KAYSERI);119,2
2621;83732410;2018-02-25;MAKRO MARKET A.S.(SAMSUN);3,2
2621;83732410;2018-02-26;METRO GROS. B.KOY.ALIS.HIZ.TIC;332
2621;83732410;2018-02-27;MIGROS A.S.-(GEBZE MERKEZ XDOC;43,52
2621;83732410;2018-02-28;MIGROS A.S.-(SARAY ANKARA);26,88
2621;83732410;2018-03-01;MIGROS AS-(PINARBASI) (TANSAS);36,48
2621;83732410;2018-03-02;MIGROS ERZURUM DEPO;96
2621;83732410;2018-03-03;MIGROS ESENYURT DAG.MERK.;544
2621;83732410;2018-03-04;MIGROS MUGLA MERKEZ DEPO;96
2621;83732410;2018-03-05;MIGROS T.A.S.-ADANA;6,4
2621;83732410;2018-03-06;OZGUN GIDA KOZMETIK VE DAG. AS;133,76
2621;83732410;2018-03-07;OZGUN GIDA SN. AS.-2-KAYSERI;136,96
2621;83732410;2018-03-08;OZGUN GIDA SN. AS.-ZONGULDAK;110,72
2621;83732410;2018-03-09;OZGUN KOZM. GIDA SAN AS.-ANKAR;207,36
2621;83732410;2018-03-10;OZGUN KOZM. GIDA SAN. AS.-SAMS;48,64
2621;83732410;2018-03-11;SECKIN ONUR PAZ.SN.TIC.AS-BURS;483,84
2621;83732410;2018-03-12;SECKIN ONUR PAZ.SN.TIC.AS-ESKI;207,36
2621;83732410;2018-03-13;SECKIN ONUR PAZ.SN.TIC.AS-IZMI;138,24
2621;83732410;2018-03-14;SOK ANTALYA DAGITIM MERKEZI;30,72
2621;83732410;2018-03-15;SUMER LOGISTIK SAN TIC. AS-ERZ;206,4
2621;83732410;2018-03-16;SUMER LOGISTIK SAN TIC. AS-VAN;2,56
2621;83732410;2018-03-17;TESCO KIPA KITLE PAZARLAMA TIC;36,48
2621;83732410;2018-03-18;YONTEM KOZMETIK ANONIM SIRKETI;685,6
2621;83732410;2018-03-19;ADNAN ANTEP;71,2
2621;83732410;2018-03-20;ADNAN TIC.PAZ. AS-MALATYA;281,6
2621;83732410;2018-03-21;ADNAN TIC.PAZ. AS-MERSIN;320
2621;83732410;2018-03-22;AYKANLAR IZMIR YENI;138,24
2621;83732410;2018-03-23;AYKANLAR KOZMETIK TICARET VE P;69,12
2621;83732410;2018-03-24;AYKANLAR OZMUMCU KEMALPASA;128
2621;83732410;2018-03-25;AYKANLAR-HPK;127,2
2621;83732410;2018-03-26;BIZIM TOPTAN # ERZURUM DEPO;69,12
2621;83732410;2018-03-27;BIZIM TOPTAN # IZMIR DEPO;69,12
2621;83732410;2018-03-28;BIZIM TOPTAN GEBZE YENI DEPO;69,12
2621;83732410;2018-03-29;CARREFOUR A.S.(ANTALYA).DEPO-1;3,2
2621;83732410;2018-03-30;CARREFOUR A.S.(GEBZE).DEPO-1;28,16
2621;83732410;2018-03-31;ECZACIBASI-HAKAN LOJISTIK;830,08
2621;83732410;2018-04-01;HEDEF GIDA PZ. DAG SAN VE TIC;16
2621;83732410;2018-04-02;HEDEF HADIMKOY;138,24
2621;83732410;2018-04-03;MAKRO MARKET A.S. # UYUM (ISTA;8,32
2621;83732410;2018-04-04;MAKRO MARKET A.S. (ANKARA);14,72
2621;83732410;2018-04-05;MAKRO MARKET A.S.(KAYSERI);117,6
2621;83732410;2018-04-06;MAKRO MARKET A.S.(SAMSUN);540
2621;83732410;2018-04-07;METRO GROS. B.KOY.ALIS.HIZ.TIC;31,36
2621;83732410;2018-04-08;MIGROS A.S.-(GEBZE MERKEZ XDOC;293,6
2621;83732410;2018-04-09;MIGROS A.S.-(SARAY ANKARA);37,76
2621;83732410;2018-04-10;MIGROS ANTALYA SERIK DEPO;80
2621;83732410;2018-04-11;MIGROS AS-(PINARBASI) (TANSAS);41,6
2621;83732410;2018-04-12;MIGROS ERZURUM DEPO;336
2621;83732410;2018-04-13;MIGROS ESENYURT DAG.MERK.;367,2
2621;83732410;2018-04-14;MIGROS MUGLA MERKEZ DEPO;280
2621;83732410;2018-04-15;MIGROS T.A.S.-ADANA;12,16
2621;83732410;2018-04-16;OZGUN GIDA SN. AS.-2-KAYSERI;12,16
2621;83732410;2018-04-17;SOK ANTALYA DAGITIM MERKEZI;61,44
2621;83732410;2018-04-18;SUMER LOGISTIK SAN TIC. AS-ERZ;285,6
2621;83732410;2018-04-19;SUMER LOGISTIK SAN TIC. AS-VAN;10,4
2621;83732410;2018-04-20;SUMER LOJISTIK SAN.TC.AS-MARDI;352
2621;83732410;2018-04-21;TESCO KIPA KITLE PAZARLAMA TIC;206,4
2621;83732410;2018-04-22;ADNAN ANTEP;448
2621;83732410;2018-04-23;ADNAN TIC.PAZ. AS-MALATYA;128
2621;83732410;2018-04-24;ADNAN TIC.PAZ. AS-MERSIN;389,6
2621;83732410;2018-04-25;AYKANLAR GD SN TIC.AS-KONYA;69,12
2621;83732410;2018-04-26;AYKANLAR IZMIR YENI;138,24
2621;83732410;2018-04-27;AYKANLAR-HPK;328,8
2621;83732410;2018-04-28;CARREFOUR A.S.(ANKARA).DEPO-1;168
2621;83732410;2018-04-29;CARREFOUR A.S.(ANTALYA).DEPO-1;206,4
2621;83732410;2018-04-30;CARREFOUR A.S.(GEBZE).DEPO-1;21,12
2621;83732410;2018-05-01;ECZACIBASI-HAKAN LOJISTIK;951,04
2621;83732410;2018-05-02;HEDEF GIDA PZ. DAG SAN VE TIC;56,32
2621;83732410;2018-05-03;HEDEF GIDA PZ. DAG SAN VE TIC;16
2621;83732410;2018-05-04;HEDEF HADIMKOY;358,4
2621;83732410;2018-05-05;MAKRO MARKET A.S. # UYUM (ISTA;12,8
2621;83732410;2018-05-06;MAKRO MARKET A.S. (KONYA);8,32
